"55063","0.078125","0.0234375","0.984375"
"55064","0.11328125","0.02734375","0.8828125"
"55065","0.09375","0.03125","0.875"
"55066","0.09375","0.0234375","0.9921875"
"55067","0.08203125","0.03515625","0.9765625"
"55068","0.08984375","0.03125","0.8984375"
"55069","0.11328125","0.03125","0.98046875"
"55070","0.1015625","0.02734375","0.9375"
"55071","0.0859375","0.02734375","0.9453125"
"55072","0.10546875","0.03125","0.98046875"
"55073","0.1015625","0.01953125","0.97265625"
"55074","0.07421875","0.03515625","0.9921875"
"55075","0.10546875","0.03125","0.9375"
"55076","0.09765625","0.03125","0.88671875"
"55077","0.078125","0.02734375","0.93359375"
"55078","0.07421875","0.02734375","0.96484375"
"55079","0.09765625","0.03125","0.97265625"
"55080","0.10546875","0.0234375","0.9609375"
"55081","0.0859375","0.0234375","0.890625"
"55082","0.14453125","0.03515625","0.92578125"
"55083","0.06640625","0.0234375","0.94140625"
"55084","0.09375","0.0234375","0.953125"
"55085","0.08203125","0.03125","0.96875"
"55086","0.09375","0.0234375","0.97265625"
"55087","0.08984375","0.04296875","0.96484375"
"55088","0.1015625","0.03515625","0.94921875"
"55089","0.07421875","0.0234375","0.98828125"
"55090","0.078125","0.0234375","0.94140625"
"55091","0.09375","0.01953125","0.9296875"
"55092","0.10546875","0.03125","0.97265625"
"55093","0.078125","0.0234375","0.98046875"
"55094","0.08984375","0.03125","0.96875"
"55095","0.1171875","0.02734375","0.9375"
"55096","0.07421875","0.0234375","0.953125"
"55097","0.10546875","0.02734375","0.94921875"
"55098","0.10546875","0.03125","0.9140625"
"55099","0.1015625","0.03125","0.9765625"
"55100","0.09375","0.03125","0.93359375"
"55101","0.09375","0.0390625","0.91796875"
"55102","0.09375","0.03515625","0.99609375"
"55103","0.09375","0.01171875","0.9296875"
"55104","0.0625","0.02734375","0.92578125"
"55105","0.08984375","0.0234375","0.9453125"
"55106","0.09765625","0.03125","0.9140625"
"55107","0.09375","0.03125","0.96484375"
"55108","0.10546875","0.0234375","0.9765625"
"55109","0.09765625","0.0234375","0.984375"
"55110","0.08984375","0.03125","0.9375"
"55111","0.09375","0.0234375","0.91015625"
"55112","0.08984375","0.03125","0.8828125"
"55113","0.09375","0.03515625","0.9375"
"55114","0.109375","0.02734375","0.9921875"
